,movie_title,title_year,duration,color,genre,language,country,content_rating,director_name,actor_1_name,actor_2_name,budget,gross,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,num_critic_for_reviews,IMDB_user_votes,IMDB_user_reviews,IMDB_score
1370,Lage Raho Munna Bhai,2006,144.0,Color,Comedy,Hindi,India,PG-13,Rajkumar Hirani,Vidya Balan,Sanjay Dutt,120000000.0,23472900.0,124,464.0,426.0,349,15.0,27569.0,106.0,8.2
1371,Beer League,2006,86.0,Color,Comedy,English,USA,R,Frank Sebastiano,Joe Lo Truglio,Laurie Metcalf,2800000.0,475000.0,3,833.0,549.0,323,20.0,6930.0,53.0,6.0
1372,Valley of the Heart's Delight,2006,100.0,Color,Drama,English,USA,Unrated,Tim Boxell,Bruce McGill,Diana Scarwid,2500000.0,118666.0,10,655.0,157.0,144,3.0,91.0,3.0,6.6
1373,Eye of the Dolphin,2006,100.0,Color,Comedy,English,USA,PG-13,Michael D. Sellers,Katharine Ross,Carly Schroeder,2500000.0,71904.0,0,640.0,261.0,140,18.0,806.0,18.0,5.7
1374,Thr3e,2006,101.0,Color,Drama,English,Poland,PG-13,Robby Henson,Marc Blucas,Max Ryan,2400000.0,978908.0,9,973.0,872.0,250,25.0,4057.0,90.0,5.1
1375,Idiocracy,2006,84.0,Color,Adventure,English,USA,R,Mike Judge,Anthony 'Citric' Campos,Patrick Fischler,21000000.0,438653.0,406,586.0,497.0,79000,121.0,108052.0,434.0,6.6
1376,This Is England,2006,101.0,Color,Crime,English,UK,Unrated,Shane Meadows,Stephen Graham,Joseph Gilgun,1500000.0,327919.0,222,1000.0,788.0,11000,172.0,99177.0,192.0,7.7
1377,The Lives of Others,2006,137.0,Color,Drama,German,Germany,R,Florian Henckel von Donnersmarck,Sebastian Koch,Ulrich Mühe,2000000.0,11284657.0,207,380.0,284.0,39000,215.0,259379.0,407.0,8.5
1378,Shortbus,2006,101.0,Color,Comedy,English,USA,Unrated,John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,2000000.0,1984378.0,263,71.0,51.0,0,160.0,27346.0,206.0,6.5
1379,Sherrybaby,2006,96.0,Color,Drama,English,USA,R,Laurie Collyer,Brad William Henke,Kate Burton,2000000.0,198407.0,38,363.0,223.0,474,78.0,10282.0,78.0,6.6
1380,One to Another,2006,95.0,Color,Drama,French,France,Unrated,Pascal Arnold,Karl E. Landler,Lizzie Brocheré,1400000.0,18435.0,0,533.0,323.0,104,14.0,1010.0,15.0,5.8
1381,The Bubble,2006,90.0,Color,Comedy,Hebrew,Israel,Unrated,Eytan Fox,Ohad Knoller,Lior Ashkenazi,1500000.0,155972.0,21,53.0,30.0,0,51.0,4702.0,23.0,7.3
1382,I Want Someone to Eat Cheese With,2006,80.0,Color,Comedy,English,USA,R,Jeff Garlin,Jessy Schram,Jeff Garlin,1500000.0,194568.0,522,813.0,522.0,0,32.0,2963.0,28.0,6.2
1383,Hatchet,2006,93.0,Color,Comedy,English,USA,R,Adam Green,Joel David Moore,Kane Hodder,1500000.0,23472900.0,134,936.0,935.0,0,229.0,23349.0,235.0,5.7
1384,Journey from the Fall,2006,135.0,Color,Drama,Vietnamese,USA,R,Ham Tran,Long Nguyen,Kieu Chinh,1592000.0,638951.0,5,51.0,24.0,100,15.0,775.0,19.0,7.4
1385,Lucky Number Slevin,2006,110.0,Color,Crime,English,Germany,R,Paul McGuigan,Bruce Willis,Morgan Freeman,27000000.0,22494487.0,118,13000.0,11000.0,10000,202.0,262160.0,507.0,7.8
1386,Faith Like Potatoes,2006,116.0,Color,Drama,Zulu,South Africa,PG,Regardt van den Bergh,Sean Cameron Michael,Frank Rautenbach,10000000.0,23472900.0,12,412.0,48.0,0,5.0,2050.0,36.0,6.9
1387,An Inconvenient Truth,2006,96.0,Color,Documentary,English,USA,PG,Davis Guggenheim,Billy West,Al Gore,21000000.0,23808111.0,49,861.0,68.0,0,372.0,67654.0,504.0,7.5
1388,Who Killed the Electric Car?,2006,92.0,Color,Documentary,English,USA,PG,Chris Paine,Ed Begley Jr.,Phyllis Diller,1000000.0,1677838.0,2,783.0,659.0,0,87.0,11283.0,155.0,7.7
1389,Wristcutters: A Love Story,2006,88.0,Color,Comedy,English,USA,R,Goran Dukic,Leslie Bibb,Patrick Fugit,1000000.0,104077.0,21,1000.0,835.0,11000,117.0,46076.0,88.0,7.4
1390,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,97.0,Color,Documentary,English,UK,PG-13,Paul Crowder,Pelé,Marv Albert,1000000.0,144431.0,10,102.0,7.0,587,40.0,1290.0,13.0,7.3
1391,Alone with Her,2006,78.0, Black and White,Crime,English,USA,Unrated,Eric Nicholas,Jordana Spiro,Ana Claudia Talancón,1000000.0,10018.0,0,262.0,163.0,244,71.0,3228.0,31.0,6.1
1392,Special,2006,81.0,Color,Comedy,English,USA,R,Hal Haberman,Michael Rapaport,Paul Blackthorne,1000000.0,6387.0,0,975.0,645.0,0,56.0,4862.0,37.0,6.9
1393,In Her Line of Fire,2006,88.0,Color,Action,English,Germany,R,Brian Trenchard-Smith,David Keith,Mariel Hemingway,1000000.0,721.0,53,563.0,288.0,42,8.0,783.0,12.0,4.1
1394,Loving Annabelle,2006,76.0,Color,Drama,English,USA,Unrated,Katherine Brooks,Ilene Graff,Kevin McCarthy,1000000.0,23472900.0,57,442.0,403.0,501,14.0,9190.0,75.0,6.7
1395,Jimmy and Judy,2006,99.0,Color,Crime,English,USA,R,Randall Rubin,Nicole Randall Johnson,A.J. Buckley,1000000.0,23472900.0,0,363.0,275.0,138,23.0,1420.0,26.0,6.2
1396,The Pet,2006,94.0,Color,Drama,English,USA,Unrated,D. Stevens,Magi Avila,Pierre Dulat,1000000.0,23472900.0,6,92.0,17.0,91,6.0,425.0,24.0,3.9
1397,London to Brighton,2006,85.0,Color,Crime,English,UK,R,Paul Andrew Williams,Lorraine Stanley,Johnny Harris,500000.0,23472900.0,46,418.0,146.0,933,68.0,7308.0,72.0,7.0
1398,Iraq for Sale: The War Profiteers,2006,75.0,Color,Documentary,English,USA,Unrated,Robert Greenwald,Scott Helvenston,Katy Helvenston-Wettengal,750000.0,23472900.0,21,25.0,0.0,274,21.0,1477.0,24.0,7.7
1399,All the Boys Love Mandy Lane,2006,90.0,Color,Horror,English,USA,R,Jonathan Levine,Luke Grimes,Michael Welch,750000.0,23472900.0,129,935.0,611.0,2000,233.0,25951.0,129.0,5.6
1400,Half Nelson,2006,106.0,Color,Drama,English,USA,R,Ryan Fleck,Ryan Gosling,Tristan Mack Wilds,700000.0,2694973.0,31,33000.0,519.0,0,208.0,70885.0,189.0,7.2
1401,Wordplay,2006,94.0,Color,Documentary,English,USA,PG,Patrick Creadon,Ken Burns,Bill Clinton,21000000.0,3117666.0,3,196.0,184.0,694,88.0,3394.0,43.0,7.4
1402,Crazy Stone,2006,98.0,Color,Comedy,Mandarin,China,Unrated,Hao Ning,Bo Huang,Zheng Xu,3000000.0,23472900.0,0,4.0,4.0,23,11.0,2097.0,9.0,7.7
1403,Scott Walker: 30 Century Man,2006,95.0,Color,Biography,English,UK,Unrated,Stephen Kijak,Brian Eno,Jacques Brel,500000.0,23472900.0,3,30.0,27.0,808,48.0,1006.0,11.0,7.3
1404,Poultrygeist: Night of the Chicken Dead,2006,103.0,Color,Comedy,English,USA,Unrated,Lloyd Kaufman,John Karyus,Lloyd Kaufman,500000.0,23000.0,365,907.0,365.0,0,88.0,5931.0,58.0,6.2
1405,Quinceañera,2006,90.0,Color,Drama,Spanish,USA,R,Richard Glatzer,Emily Rios,Jesse Garcia,400000.0,1689999.0,25,231.0,200.0,426,69.0,3675.0,48.0,7.1
1406,Old Joy,2006,76.0,Color,Drama,English,USA,Unrated,Kelly Reichardt,Daniel London,Lucy,300000.0,255352.0,129,52.0,44.0,594,88.0,4423.0,57.0,6.7
1407,Little Big Top,2006,83.0,Color,Comedy,English,USA,Unrated,Ward Roberts,Sid Haig,Jacob Zachar,240000.0,23472900.0,12,1000.0,185.0,72,2.0,110.0,1.0,6.5
1408,The Trials of Darryl Hunt,2006,106.0,Color,Crime,English,USA,PG-13,Ricki Stern,Darryl Hunt,Evelyn Jefferson,200000.0,1111.0,15,2.0,0.0,246,11.0,771.0,10.0,7.7
1409,Facing the Giants,2006,111.0,Color,Drama,English,USA,PG,Alex Kendrick,Alex Kendrick,Erin Bethea,100000.0,10174663.0,589,589.0,150.0,0,31.0,12399.0,382.0,6.7
1410,The Naked Ape,2006,102.0,Color,Comedy,English,USA,Unrated,Daniel Mellitz,Corbin Bernsen,Chelse Swain,21000000.0,23472900.0,0,1000.0,36.0,2,138.0,128.0,3.0,4.7
1411,Pirates of the Caribbean: At World's End,2007,169.0,Color,Action,English,USA,PG-13,Gore Verbinski,Johnny Depp,Orlando Bloom,300000000.0,309404152.0,563,40000.0,5000.0,0,302.0,471220.0,1238.0,7.1
1412,Spider-Man 3,2007,156.0,Color,Action,English,USA,PG-13,Sam Raimi,J.K. Simmons,James Franco,258000000.0,336530303.0,0,24000.0,11000.0,0,392.0,383056.0,1902.0,6.2
1413,The Golden Compass,2007,113.0,Color,Adventure,English,USA,PG-13,Chris Weitz,Christopher Lee,Eva Green,180000000.0,70083519.0,129,16000.0,6000.0,0,251.0,149019.0,666.0,6.1
1414,Rush Hour 3,2007,91.0,Color,Action,English,USA,PG-13,Brett Ratner,Tzi Ma,Dana Ivey,140000000.0,140080850.0,420,268.0,268.0,0,162.0,121084.0,221.0,6.2
1415,Evan Almighty,2007,96.0,Color,Comedy,English,USA,PG,Tom Shadyac,Jimmy Bennett,Morgan Freeman,175000000.0,100289690.0,293,87000.0,11000.0,2000,186.0,115099.0,257.0,5.4
1416,Shrek the Third,2007,93.0,Color,Adventure,English,USA,PG,Chris Miller,Justin Timberlake,Eric Idle,160000000.0,320706665.0,50,3000.0,795.0,0,227.0,211971.0,326.0,6.1
1417,Transformers,2007,144.0,Color,Action,English,USA,PG-13,Michael Bay,Zack Ward,Michael O'Neill,150000000.0,318759914.0,0,662.0,599.0,8000,396.0,513158.0,1782.0,7.1
1418,Harry Potter and the Order of the Phoenix,2007,138.0,Color,Adventure,English,UK,PG-13,David Yates,Robert Pattinson,Daniel Radcliffe,150000000.0,292000866.0,282,21000.0,11000.0,0,329.0,355137.0,1108.0,7.5
1419,I Am Legend,2007,104.0,Color,Drama,English,USA,PG-13,Francis Lawrence,Will Smith,Alice Braga,150000000.0,256386216.0,508,10000.0,1000.0,11000,323.0,530870.0,1413.0,7.2
1420,Ratatouille,2007,111.0,Color,Animation,English,USA,G,Brad Bird,Janeane Garofalo,John Ratzenberger,150000000.0,206435493.0,663,1000.0,1000.0,10000,318.0,473887.0,626.0,8.0
1421,Bee Movie,2007,91.0,Color,Adventure,English,USA,PG,Steve Hickner,Matthew Broderick,Oprah Winfrey,150000000.0,126597121.0,58,2000.0,852.0,0,194.0,105902.0,206.0,6.2
1422,Beowulf,2007,115.0,Color,Action,English,USA,PG-13,Robert Zemeckis,Robin Wright,Anthony Hopkins,150000000.0,82161969.0,0,18000.0,12000.0,3000,287.0,142440.0,505.0,6.3
1423,The Bourne Ultimatum,2007,115.0,Color,Action,English,USA,PG-13,Paul Greengrass,Matt Damon,Edgar Ramírez,110000000.0,227137090.0,521,13000.0,897.0,0,329.0,491077.0,820.0,8.1
1424,Fantastic 4: Rise of the Silver Surfer,2007,92.0,Color,Action,English,USA,PG,Tim Story,Chris Evans,Ioan Gruffudd,130000000.0,131920333.0,167,11000.0,2000.0,0,262.0,213275.0,436.0,5.6
1425,Ghost Rider,2007,123.0,Color,Action,English,USA,PG-13,Mark Steven Johnson,Nicolas Cage,Matt Long,110000000.0,115802596.0,160,12000.0,701.0,0,276.0,182661.0,681.0,5.2
1426,Live Free or Die Hard,2007,129.0,Color,Action,English,USA,PG-13,Len Wiseman,Bruce Willis,Jonathan Sadowski,110000000.0,134520804.0,235,13000.0,300.0,0,354.0,336235.0,782.0,7.2
1427,American Gangster,2007,176.0,Color,Biography,English,USA,R,Ridley Scott,Denzel Washington,Ruby Dee,100000000.0,130127620.0,0,18000.0,782.0,0,300.0,324671.0,458.0,7.8
1428,Surf's Up,2007,85.0,Color,Animation,English,USA,PG,Ash Brannon,Jeff Bridges,Zooey Deschanel,100000000.0,58867694.0,9,12000.0,11000.0,0,154.0,54077.0,112.0,6.8
1429,Enchanted,2007,107.0,Color,Animation,English,USA,PG,Kevin Lima,Jeff Bennett,Teala Dunn,85000000.0,127706877.0,36,283.0,142.0,0,222.0,142496.0,399.0,7.1
1430,Ocean's Thirteen,2007,122.0,Color,Crime,English,USA,PG-13,Steven Soderbergh,Al Pacino,Matt Damon,85000000.0,117144465.0,0,14000.0,13000.0,0,238.0,256928.0,288.0,6.9
1431,Zodiac,2007,162.0,Color,Crime,English,USA,R,David Fincher,Robert Downey Jr.,Jake Gyllenhaal,65000000.0,33048353.0,21000,21000.0,15000.0,12000,377.0,301279.0,589.0,7.7
1432,The Invasion,2007,99.0,Color,Sci-Fi,English,USA,PG-13,Oliver Hirschbiegel,Roger Rees,Veronica Cartwright,80000000.0,15071514.0,101,1000.0,422.0,0,232.0,65037.0,273.0,5.9
1433,Hairspray,2007,117.0,Color,Comedy,English,USA,PG,Adam Shankman,Jerry Stiller,Elijah Kelley,75000000.0,118823091.0,163,719.0,339.0,0,219.0,98693.0,401.0,6.7
1434,Charlie Wilson's War,2007,102.0,Color,Biography,English,USA,R,Mike Nichols,Philip Seymour Hoffman,Tom Hanks,75000000.0,66636385.0,0,22000.0,15000.0,0,269.0,88451.0,289.0,7.1
1435,The Kingdom,2007,110.0,Color,Action,English,USA,R,Peter Berg,Jennifer Garner,Frances Fisher,70000000.0,47456450.0,532,3000.0,638.0,0,234.0,101386.0,289.0,7.1
1436,The Simpsons Movie,2007,87.0,Color,Adventure,English,USA,PG-13,David Silverman,Albert Brooks,Yeardley Smith,75000000.0,183132370.0,30,745.0,440.0,0,299.0,259083.0,763.0,7.4
1437,Stardust,2007,127.0,Color,Adventure,English,UK,PG-13,Matthew Vaughn,Henry Cavill,David Kelly,70000000.0,38345403.0,905,15000.0,588.0,15000,228.0,212085.0,492.0,7.7
1438,The Last Legion,2007,102.0,Color,Action,English,UK,PG-13,Doug Lefler,Colin Firth,Nonso Anozie,35000000.0,5932060.0,4,14000.0,394.0,0,90.0,29285.0,174.0,5.4
1439,Blades of Glory,2007,93.0,Color,Comedy,English,USA,PG-13,Josh Gordon,Will Ferrell,Amy Poehler,61000000.0,118153533.0,8,8000.0,1000.0,0,191.0,129995.0,246.0,6.3
1440,Wild Hogs,2007,100.0,Color,Action,English,USA,PG-13,Walt Becker,Jill Hennessy,Tichina Arnold,21000000.0,168213584.0,12,419.0,330.0,0,177.0,99989.0,255.0,5.9
1441,Shooter,2007,124.0,Color,Action,English,USA,R,Antoine Fuqua,Tate Donovan,Ned Beatty,61000000.0,46975183.0,845,650.0,467.0,0,198.0,256213.0,338.0,7.2
1442,In the Name of the King: A Dungeon Siege Tale,2007,156.0,Color,Action,English,Germany,PG-13,Uwe Boll,Jason Statham,Mike Dopud,60000000.0,4535117.0,892,26000.0,368.0,0,140.0,38398.0,368.0,3.8
1443,Alvin and the Chipmunks,2007,92.0,Color,Animation,English,USA,PG,Tim Hill,Jesse McCartney,Beth Riesgraf,60000000.0,217326336.0,25,1000.0,718.0,0,131.0,57276.0,146.0,5.2
1444,Elizabeth: The Golden Age,2007,114.0,Color,Biography,English,UK,PG-13,Shekhar Kapur,Eddie Redmayne,Abbie Cornish,55000000.0,16264475.0,159,13000.0,2000.0,0,202.0,54787.0,216.0,6.9
1445,Grindhouse,2007,189.0,Color,Action,English,USA,R,Robert Rodriguez,Quentin Tarantino,Rosario Dawson,53000000.0,25031037.0,0,16000.0,3000.0,0,250.0,155496.0,532.0,7.6
1446,Lucky You,2007,124.0,Color,Drama,English,USA,PG-13,Curtis Hanson,Robert Downey Jr.,Robert Duvall,55000000.0,5755286.0,161,21000.0,3000.0,672,106.0,18310.0,63.0,5.9
1447,Hannibal Rising,2007,131.0,Color,Crime,English,UK,R,Peter Webber,Li Gong,Stephen Walters,50000000.0,27667947.0,73,879.0,184.0,3000,209.0,86374.0,392.0,6.2
1448,Eastern Promises,2007,96.0,Color,Crime,English,USA,R,David Cronenberg,Viggo Mortensen,Naomi Watts,25000000.0,17114882.0,0,10000.0,6000.0,0,356.0,189249.0,398.0,7.7
1449,3:10 to Yuma,2007,122.0,Color,Adventure,English,USA,R,James Mangold,Christian Bale,Logan Lerman,55000000.0,53574088.0,446,23000.0,8000.0,0,295.0,237872.0,560.0,7.8
1450,The Bucket List,2007,97.0,Color,Adventure,English,USA,PG-13,Rob Reiner,Morgan Freeman,Noel Gugliemi,45000000.0,93452056.0,0,11000.0,2000.0,22000,207.0,184795.0,310.0,7.4
1451,Resident Evil: Extinction,2007,94.0,Color,Action,English,France,R,Russell Mulcahy,Milla Jovovich,Mike Epps,45000000.0,50648679.0,85,14000.0,706.0,0,216.0,149549.0,348.0,6.3
1452,Across the Universe,2007,133.0,Color,Drama,English,USA,PG-13,Julie Taymor,Jim Sturgess,T.V. Carpio,45000000.0,24343673.0,278,5000.0,117.0,14000,156.0,91860.0,524.0,7.4
1453,Love in the Time of Cholera,2007,139.0,Color,Drama,English,USA,R,Mike Newell,Marcela Mar,Giovanna Mezzogiorno,45000000.0,4584886.0,179,267.0,202.0,0,115.0,19114.0,115.0,6.4
1454,Aliens vs. Predator: Requiem,2007,102.0,Color,Action,English,USA,R,Colin Strause,Sam Trammell,Johnny Lewis,40000000.0,41797066.0,25,1000.0,741.0,0,211.0,92789.0,998.0,4.7
1455,Music and Lyrics,2007,95.0,Color,Comedy,English,USA,PG-13,Marc Lawrence,Brad Garrett,Scott Porter,21000000.0,50562555.0,30,799.0,690.0,0,175.0,81334.0,291.0,6.5
1456,The Reaping,2007,99.0,Color,Horror,English,USA,R,Stephen Hopkins,Stephen Rea,Andrea Frankle,40000000.0,25117498.0,81,327.0,253.0,0,190.0,37412.0,178.0,5.7
1457,Sunshine,2007,107.0,Color,Adventure,English,UK,R,Danny Boyle,Chris Evans,Benedict Wong,26000000.0,3675072.0,0,11000.0,372.0,15000,308.0,190132.0,801.0,7.3
1458,Disturbia,2007,105.0,Color,Drama,English,USA,PG-13,D.J. Caruso,Sarah Roemer,Aaron Yoo,20000000.0,80050171.0,154,884.0,617.0,0,253.0,186982.0,491.0,6.9
1459,The Hunting Party,2007,101.0,Color,Adventure,English,USA,R,Richard Shepard,James Brolin,Zan Marolt,25000000.0,876671.0,47,499.0,3.0,0,94.0,22010.0,90.0,6.9
1460,The Warlords,2007,113.0,Color,Action,Mandarin,Hong Kong,R,Peter Ho-Sun Chan,Jet Li,Takeshi Kaneshiro,40000000.0,128978.0,31,5000.0,755.0,0,106.0,22897.0,61.0,7.1
1461,Because I Said So,2007,102.0,Color,Comedy,English,USA,PG-13,Michael Lehmann,Colin Ferguson,Stephen Collins,21000000.0,42640890.0,36,747.0,452.0,0,110.0,32412.0,184.0,5.6
1462,Virgin Territory,2007,97.0,Color,Adventure,English,Italy,R,David Leland,Hayden Christensen,Ryan Cartwright,38000000.0,23472900.0,2,4000.0,476.0,366,21.0,6691.0,28.0,4.8
1463,TMNT,2007,87.0,Color,Action,English,Hong Kong,PG,Kevin Munroe,Chris Evans,Sarah Michelle Gellar,34000000.0,54132596.0,14,11000.0,4000.0,0,191.0,53786.0,211.0,6.3
1464,License to Wed,2007,91.0,Color,Comedy,English,USA,PG-13,Ken Kwapis,Robin Williams,Christine Taylor,35000000.0,43792641.0,42,49000.0,838.0,913,120.0,32157.0,119.0,5.3
1465,Lions for Lambs,2007,92.0,Color,Drama,English,USA,R,Robert Redford,Meryl Streep,Tom Cruise,35000000.0,14998070.0,0,11000.0,10000.0,0,227.0,41170.0,298.0,6.2
1466,Walk Hard: The Dewey Cox Story,2007,120.0,Color,Comedy,English,USA,R,Jake Kasdan,Tim Meadows,Nat Faxon,35000000.0,18317151.0,52,553.0,214.0,0,171.0,55630.0,200.0,6.7
1467,The Number 23,2007,98.0,Color,Mystery,English,USA,R,Joel Schumacher,Logan Lerman,Virginia Madsen,32000000.0,35063732.0,541,8000.0,912.0,10000,224.0,164608.0,383.0,6.4
1468,Dragon Wars: D-War,2007,107.0,Color,Action,English,South Korea,PG-13,Hyung-rae Shim,Robert Forster,Aimee Garcia,35000000.0,10956379.0,26,889.0,618.0,0,93.0,21506.0,364.0,3.6
1469,P.S. I Love You,2007,126.0,Color,Drama,English,USA,PG-13,Richard LaGravenese,Gerard Butler,Harry Connick Jr.,30000000.0,53680848.0,98,18000.0,631.0,20000,131.0,167967.0,243.0,7.1
1470,Atonement,2007,123.0,Color,Drama,English,UK,R,Joe Wright,Benedict Cumberbatch,Alfie Allen,30000000.0,50921738.0,456,19000.0,1000.0,12000,316.0,192930.0,581.0,7.8
1471,30 Days of Night,2007,113.0,Color,Horror,English,USA,R,David Slade,Danny Huston,Mark Rendall,32000000.0,39568996.0,171,430.0,72.0,0,304.0,138435.0,527.0,6.6
1472,88 Minutes,2007,108.0,Color,Crime,English,USA,R,Jon Avnet,Al Pacino,Alicia Witt,30000000.0,16930884.0,50,14000.0,975.0,0,158.0,65628.0,262.0,5.9
1473,The Assassination of Jesse James by the Coward Robert Ford,2007,160.0,Color,Biography,English,USA,R,Andrew Dominik,Brad Pitt,Jeremy Renner,30000000.0,3904982.0,181,11000.0,10000.0,0,273.0,136104.0,415.0,7.5
1474,The Color of Freedom,2007,118.0,Color,Biography,English,Germany,R,Bille August,Terry Pheto,Patrick Lyster,30000000.0,23472900.0,55,113.0,11.0,0,46.0,10175.0,23.0,7.1
1475,No Reservations,2007,104.0,Color,Comedy,English,USA,PG,Scott Hicks,Zoë Kravitz,Lily Rabe,28000000.0,43097652.0,96,943.0,763.0,0,171.0,59068.0,128.0,6.3
1476,We Own the Night,2007,117.0,Color,Crime,English,USA,R,James Gray,Robert Duvall,Oleg Taktarov,21000000.0,28563179.0,115,3000.0,327.0,0,222.0,72693.0,199.0,6.9
1477,Knocked Up,2007,133.0,Color,Comedy,English,USA,R,Judd Apatow,Harold Ramis,Martin Starr,30000000.0,148734225.0,0,11000.0,985.0,0,251.0,298590.0,559.0,7.0
1478,Rendition,2007,122.0,Color,Drama,English,USA,R,Gavin Hood,J.K. Simmons,Jake Gyllenhaal,27500000.0,9664316.0,151,24000.0,15000.0,0,131.0,47203.0,197.0,6.8
1479,Martian Child,2007,106.0,Color,Comedy,English,USA,PG,Menno Meyjes,Oliver Platt,Richard Schiff,27000000.0,7486906.0,43,1000.0,506.0,0,118.0,17436.0,71.0,6.8
1480,No Country for Old Men,2007,122.0,Color,Crime,English,USA,R,Ethan Coen,Kelly Macdonald,Stephen Root,25000000.0,74273505.0,1000,2000.0,939.0,21000,488.0,612060.0,1518.0,8.1
1481,Bridge to Terabithia,2007,96.0,Color,Adventure,English,USA,PG,Gabor Csupo,Josh Hutcherson,Zooey Deschanel,17000000.0,82234139.0,47,14000.0,11000.0,6000,181.0,110390.0,522.0,7.2
1482,There Will Be Blood,2007,158.0,Color,Drama,English,USA,R,Paul Thomas Anderson,Jim Meskimen,Paul F. Tompkins,25000000.0,40218903.0,0,272.0,111.0,16000,398.0,372990.0,1107.0,8.1
1483,Good Luck Chuck,2007,101.0,Color,Comedy,English,USA,R,Mark Helfrich,Dane Cook,Dan Fogler,25000000.0,35000629.0,7,1000.0,562.0,0,127.0,74622.0,150.0,5.6
1484,Mr. Bean's Holiday,2007,90.0,Color,Comedy,English,UK,PG,Steve Bendelack,Lily Atkinson,Emma de Caunes,25000000.0,32553210.0,68,328.0,132.0,0,151.0,88714.0,235.0,6.3
1485,August Rush,2007,114.0,Color,Drama,English,USA,PG,Kirsten Sheridan,Robin Williams,Aaron Staton,30000000.0,31655091.0,59,49000.0,702.0,18000,148.0,87331.0,364.0,7.5
1486,War,2007,103.0,Color,Action,English,USA,R,Philip G. Atwell,Jason Statham,Jet Li,25000000.0,22466994.0,5,26000.0,5000.0,0,119.0,72673.0,166.0,6.3
1487,Hot Rod,2007,88.0,Color,Comedy,English,USA,PG-13,Akiva Schaffer,Sissy Spacek,Jorma Taccone,21000000.0,13920741.0,82,874.0,434.0,0,111.0,59900.0,149.0,6.7
1488,In the Valley of Elah,2007,121.0,Color,Crime,English,USA,R,Paul Haggis,James Franco,Charlize Theron,21000000.0,6777589.0,549,11000.0,9000.0,0,232.0,60115.0,224.0,7.2
1489,1408,2007,114.0,Color,Fantasy,English,USA,PG-13,Mikael Håfström,Drew Powell,Kim Thomson,25000000.0,71975611.0,101,129.0,25.0,11000,314.0,209396.0,580.0,6.8
1490,The Game Plan,2007,110.0,Color,Comedy,English,USA,PG,Andy Fickman,Dwayne Johnson,Kyra Sedgwick,22000000.0,90636983.0,99,12000.0,941.0,0,112.0,44021.0,83.0,6.2
1491,Molière,2007,120.0,Color,Comedy,French,France,PG-13,Laurent Tirard,Romain Duris,Ludivine Sagnier,16000000.0,634277.0,2,809.0,521.0,815,78.0,5166.0,27.0,7.3
1492,Michael Clayton,2007,119.0,Color,Crime,English,USA,R,Tony Gilroy,Tom Wilkinson,Denis O'Hare,25000000.0,49024969.0,209,1000.0,896.0,0,299.0,133367.0,363.0,7.3
1493,Death at a Funeral,2007,87.0,Color,Comedy,English,USA,R,Frank Oz,Peter Dinklage,Ewen Bremner,9000000.0,8579684.0,0,22000.0,557.0,0,168.0,89547.0,199.0,7.4
1494,Freedom Writers,2007,123.0,Color,Biography,English,Germany,PG-13,Richard LaGravenese,Hunter Parrish,Scott Glenn,21000000.0,36581633.0,98,2000.0,826.0,10000,84.0,52533.0,235.0,7.5
1495,Disturbia,2007,105.0,Color,Drama,English,USA,PG-13,D.J. Caruso,Sarah Roemer,Aaron Yoo,20000000.0,80050171.0,154,884.0,617.0,0,253.0,186984.0,491.0,6.9
1496,Premonition,2007,96.0,Color,Drama,English,USA,PG-13,Mennan Yapo,Nia Long,Amber Valletta,20000000.0,47852604.0,9,826.0,626.0,0,184.0,62364.0,337.0,5.9
1497,Epic Movie,2007,93.0,Color,Adventure,English,USA,PG-13,Jason Friedberg,David Carradine,Carmen Electra,20000000.0,39737645.0,82,926.0,869.0,0,112.0,89687.0,666.0,2.3
1498,Nancy Drew,2007,99.0,Color,Comedy,English,USA,PG,Andrew Fleming,Kay Panabaker,Laura Harring,20000000.0,25584685.0,26,720.0,669.0,590,93.0,15877.0,102.0,5.9
1499,Georgia Rule,2007,113.0,Color,Comedy,English,USA,R,Garry Marshall,Hector Elizondo,Zachary Gordon,20000000.0,18882880.0,0,995.0,975.0,681,88.0,20539.0,125.0,5.9
1500,Reign Over Me,2007,124.0,Color,Drama,English,USA,R,Mike Binder,Adam Sandler,Don Cheadle,20000000.0,19661987.0,57,11000.0,3000.0,0,154.0,83786.0,231.0,7.5
1501,Into the Wild,2007,148.0,Color,Adventure,English,USA,R,Sean Penn,Kristen Stewart,William Hurt,15000000.0,18352454.0,0,17000.0,882.0,76000,274.0,426359.0,760.0,8.2
1502,The Kite Runner,2007,128.0,Color,Drama,Dari,USA,PG-13,Marc Forster,Mustafa Haidari,Shaun Toub,20000000.0,15797907.0,395,283.0,206.0,0,201.0,68119.0,230.0,7.6
1503,Death at a Funeral,2007,87.0,Color,Comedy,English,USA,R,Frank Oz,Peter Dinklage,Ewen Bremner,9000000.0,8579684.0,0,22000.0,557.0,0,168.0,89547.0,199.0,7.4
1504,Death Sentence,2007,111.0,Color,Action,English,USA,R,James Wan,Aisha Tyler,Kelly Preston,20000000.0,9525276.0,0,856.0,742.0,0,166.0,60156.0,299.0,6.8
